com_code,course_code,course_name,instructors,hits
1001,"BIO F110","BIOLOGY LABORATORY","TRINATH JAMMA, Sharayu Umakant Ghodeswar, Naga Mohan K, S K Venkata Manjari, Kotwal Shifa Bushra, Bharwani Harsha, Shraddha Tripathi, Raunak Sharma, Sushma S Kumar, Ali Akbar Shoukat Safdari, Syeda Sabiha Sultana Lubna, Nikhil P T",0
1002,"BIO F111","GENERAL BIOLOGY","Piyush Khandelia, Kirtimaan Syal, VIVEK SHARMA, Vidya Rajesh, V Ramakrishna, P Sankar Ganesh, Sridev Mohapatra, Gireesha T Mohannath, Jayati Ray Dutta",0
1112,"BIO F211","BIOLOGICAL CHEMISTRY","DEBASHREE B, Devarakonda Himaja",0
1114,"BIO F212","MICROBIOLOGY","RUCHI JAIN DEY, Nidhi O, Monica, Priyanka Chakravarti",0
1113,"BIO F213","CELL BIOLOGY","K  PRANAV NARAYAN, Dwaipayan Bhattacharya",0
1115,"BIO F214","INTEGRATED BIOLOGY","KIRTIMAAN SYAL, Neethu R S",0
1941,"BIO F216","WATER SANITATION AND SOLID WASTE MANAGEMENT","K  PRANAV NARAYAN",0
2264,"BIO F217","LAB FOR WATER SANITATION & SOLID WASTE MANAGEMENT","P SANKAR GANESH, Anand N, Shivashis Mund",0
1651,"BIO F266","STUDY PROJECT","K  PRANAV NARAYAN",0
1427,"BIO F311","RECOMBINANT DNA TECH","VIDYA RAJESH, Sumana Choudhury",0
1428,"BIO F312","PLANT PHYSIOLOGY","SRIDEV MOHAPATRA, Raja Gopalan N S",0
1429,"BIO F313","ANIMAL PHYSIOLOGY","NAGA MOHAN K, Anne Lohitha Alias Anuhya",0
1650,"BIO F366","LABORATORY PROJECT","K  PRANAV NARAYAN",0
1736,"BIO F367","LABORATORY PROJECT","K  PRANAV NARAYAN",0
1685,"BIO F376","DESIGN PROJECT","K  PRANAV NARAYAN",0
1752,"BIO F377","DESIGN PROJECT","K  PRANAV NARAYAN",0
1434,"BIO F418","GENETIC ENGINEERING TECH","NISHITH GUPTA, Murali Krishna Ramgopal, Naresh Patnaik, Peddiraju N V S J Swaroop, Rolly Kumari",0
71,"BIO G512","MOLEC MECH OF GENE EXPRE","GIREESHA T MOHANNATH, Gargi Prasad S, Namita Pandey, Neha Priyadarshini",0
388,"BIO G513","MICROBIAL FERMENT TECHNO","JAYATI RAY DUTTA, Pranay Amruth Maroju, Mude Hemanjali, Sakhare Kalyani Rajesh",0
392,"BIO G514","MOLECULAR IMMUNOLOGY","TRINATH JAMMA, Nikhil P T, K.Vaishali, Lakesh Kumar Sahoo",0
2008,"BIO G524","ANIMAL CELL TECHNOLOGY","PIYUSH KHANDELIA, Dhansri Krishnamurthy, Jayasree P J, Tata Pranathi",0
2007,"BIO G525","ENVIR BIOTECH & WASTE MGMT","P SANKAR GANESH, Aishwarya Natarajan, Minali Singh, Vartika Singh",0
192,"BIO G526","CANCER BIOLOGY","VIVEK SHARMA, Bakhya Shree Gb, Mohammad Mehaboob Subhani Mustafa",0
2017,"BIO G651","PROTEIN & ENZYME BIOENGG","V RAMAKRISHNA, I Shivkumar, Deepika K, Kodam Pradeep",0
1368,"BIOT F345","PROTEOMICS","SHUVADEEP MAITY",0
549,"BITS C790T","INDEPENDENT STUDY","V V KRISHNA VENUGANTI",0
596,"BITS C791T","TEACHING PRACTICE I","V V KRISHNA VENUGANTI",0
520,"BITS C797T","PHD SEMINAR","V V KRISHNA VENUGANTI",0
553,"BITS C799T","PHD THESIS","V V KRISHNA VENUGANTI",0
2128,"BITS E593","READING COURSE I","V V KRISHNA VENUGANTI",0
2490,"BITS E594","READING COURSE II","SUNNY KUMAR SINGH",0
2101,"BITS E661","RESEARCH METHODOLOGY I","V V KRISHNA VENUGANTI",0
857,"BITS E793T","PRACTICE LECT SERIES I","V V KRISHNA VENUGANTI",0
1003,"BITS F110","ENGINEERING GRAPHICS","A Vasan, KURRA SURESH, Arshad Javed, Bandhan Bandhu Majumdar, Jagan Mohan Ponnada, Siddartha Koramati, Sangam Srikanth, Vijay Krupaker Maddu, Piyush Chandra Verma, Ankur Abhishek, Pichika S V V S Narayana, Abhishesh Pal, Gayatri Vineela M, Mallikarjun Patil V, Gaurav Sharma, G Sachin Chakravart, K Ramesh, Vuthipalli Harshitha, K Monika, Naveed Farooz, Raghu Piska, Chandu Parimi, Chirdeep N R, Ramayee L, Md Ikramullah Khan, Balla Bhavani Shankar, TO BE ANNOUNCED, K Rajitha, Ch Bala Venkata Hareen, Sheik Mohammed Zoheb Nawaz, Radha Kiranmaye Bandlamudi, YV Daseswara Rao, Amol Vuppuluri",0
1004,"BITS F111","THERMODYNAMICS","Srikanta Dinda, Suresh Kanuri, Ramesh Babu A, Gulipalli Pallavi, Vikrant Kumar S, Dasika Prabhat Sourya, Nandini Bhandaru, Pankaj Kumar, SUPRADEEPAN K, Santanu Prasad Datta, Mrinal Ketan Jagirdar, KRC Murthy, R Parameshwaran",0
1005,"BITS F112","TECHNICAL REPORT WRITING","MAYA VINAY, MG Prasuna, Santosh  Mahapatra",0
1858,"BITS F113","GENERAL MATHEMATICS I","ROHIT GUPTA",0
1892,"BITS F214","SCIENCE TECH & MODERNITY","BISWANATH DASH",0
1861,"BITS F218","GENERAL MATHEMATICS III","JHUMA SEN GUPTA",0
1632,"BITS F225","ENVIRONMENTAL STUDIES","HIMANSHU AGGARWAL, Chandu Parimi, Debashree B, Govu Radha, Madhuparna Chakraborty",0
1334,"BITS F312","NEURAL NETWORKS AND FUZZY LOGIC","RAJESH KUMAR TRIPATHY, Samit Kumar Ghosh",0
1237,"BITS F313","MULTICRITERION DEC MAKING IN ENGG & MGMT","K SRINIVASA RAJU",0
2277,"BITS F314","GAME THEORY AND ITS APPLICATIONS","DURGESH C PATHAK",0
1511,"BITS F316","NONLINEAR DYNA & CHAOS","ARAVINDA N RAGHAVAN",0
2336,"BITS F327","ARTIFICIAL INTELLIGENCE FOR ROBOTICS","ABHISHEK SARKAR",0
1337,"BITS F386","QUANTUM INFO & COMPUTING","K V SHIV CHAITANYA",0
1592,"BITS F412","PRACTICE SCHOOL II","SP REGALLA",0
1615,"BITS F413","PRACTICE SCHOOL II","SP REGALLA",0
1248,"BITS F415","INTRODUCTION TO MEMS","SANKET GOEL, Pavar Sai Kumar, Sohan Dudala",0
1808,"BITS F416","INTRO TO NANO SCIENCE","B HARIHARA  VENKATARAMAN, VSN Murthy",0
1593,"BITS F421T","THESIS","A VASAN",0
1616,"BITS F422T","THESIS","A VASAN",0
1617,"BITS F423T","THESIS","A VASAN",0
1619,"BITS F424T","THESIS","A VASAN",0
1794,"BITS F428","ESSENTIALS OF STRATE MGT","SWATI ALOK",0
1806,"BITS F431","FLEXIBLE MANUFACTURING SYSTEMS","ABHISHEK SARKAR, Panagatla Dinesh Goud",0
2001,"BITS F437","TECHNICAL COMMUNICATION","ARUNA LOLLA, Jaya Sarkar",0
2434,"BITS F452","BLOCKCHAIN TECHNOLOGY","G GEETHAKUMARI, Deepa Kumari",0
2436,"BITS F454","BIO INSPIRED INTEL  ALGORITHMS AND APPLICATIONS","JABEZ J CHRISTOPHER",0
1379,"BITS F467","BIOETHICS AND BIOSAFETY","SRINIVAS PRASAD K, RUCHI JAIN DEY, Shuvadeep Maity",0
547,"BITS G513","STUDY IN ADVANCED TOPICS","V V KRISHNA VENUGANTI",0
754,"BITS G529","RESEARCH PROJECT I","V V KRISHNA VENUGANTI",0
755,"BITS G539","RESEARCH PROJECT II","V V KRISHNA VENUGANTI",0
2003,"BITS G540","RESEARCH PRACTICE","V V KRISHNA VENUGANTI",0
9,"BITS G553","REAL TIME SYSTEMS","SOUMYA J, P Veda Bhanu",0
757,"BITS G649","READING COURSE","V V KRISHNA VENUGANTI",0
1073,"CE F211","MECHANICS OF SOLIDS","SHIVANG SHEKHAR",0
1075,"CE F213","SURVEYING","K RAJITHA, Sandra Maria Cherian, Vogeti Rishith Kumar, Krishnendu Sivadas",0
2279,"CE F230","CIVIL ENGINEERING MATERIALS","PN RAO, Jittin Varghese, Pujitha Ganapathi C, Sk Rahaman",0
2280,"CE F231","FLUID MECHANICS","K SRINIVASA RAJU",0
1652,"CE F266","STUDY PROJECT","ANMALA JAGADEESH",0
1196,"CE F312","HYDRAULIC ENGINEERING","ANMALA JAGADEESH, T Venkateswarlu, M Naveen Naidu, Nagalapalli Satish",0
1197,"CE F313","FOUNDATION ENGINEERING","ANASUA GUHARAY",0
2281,"CE F320","DESIGN OF REINFORCED CONCRETE","ARKAMITRA KAR",0
1215,"CE F323","INTRO TO ENVIRN ENGG","MURARI R R VARMA",0
1667,"CE F366","LABORATORY PROJECT","PRASANTA KUMAR SAHU",0
1737,"CE F367","LABORATORY PROJECT","PRASANTA KUMAR SAHU",0
1686,"CE F376","DESIGN PROJECT","PN RAO",0
1753,"CE F377","DESIGN PROJECT","PN RAO",0
1214,"CE F411","OPER RESEARCH FOR ENGIN","A VASAN",0
1231,"CE F417","APP OF AI IN CIVIL ENGG","ANMALA JAGADEESH",0
1227,"CE F431","PRIN OF GEO INFO SYST","K RAJITHA",0
304,"CE G534","PAVEMENT MATERIAL CHARAC","V VINAYAKA RAM",0
357,"CE G538","PROJECT PLAN & MGMT","BAHURUDEEN A",0
931,"CE G545","AIRPORT PLANNING & DES","SRIDHAR RAJU",0
2025,"CE G548","PAVEMENT MGMT SYSTEMS","V VINAYAKA RAM",0
880,"CE G551","DYNAMICS OF STRUCTURES","MOHAN S C",0
526,"CE G552","ADV STR MECH & STABILITY","SHIVANG SHEKHAR",0
532,"CE G553","THEORY OF PLATES AND SHELLS","CHANDU PARIMI",0
2199,"CE G562","ADVANCED CONCRETE TECHNOLOGY","ARKAMITRA KAR",0
2337,"CE G565","TRANSPORTATION PLANNING","PRASANTA KUMAR SAHU",0
2339,"CE G567","HIGHWAY DESIGN","SRIDHAR RAJU",0
2340,"CE G568","TRAFFIC SYSTEMS ANALYSIS","BANDHAN BANDHU MAJUMDAR",0
2341,"CE G569","TRANSPORTATION ECONOMICS","BANDHAN BANDHU MAJUMDAR",0
2344,"CE G572","TRANSPORTATION DATA ANALYTICS","PRASANTA KUMAR SAHU",0
345,"CE G612","ADVANCED STEEL STRUCTURE","MOHAN S C",0
613,"CE G614","PRESTRESS CONCRETE STRUC","BAHURUDEEN A",0
343,"CE G617","ADVANCE STRUC ANALYSIS","PN RAO",0
326,"CE G619","FINITE ELEMENT ANALYSIS","RAGHU PISKA",0
1069,"CHE F211","CHEMICAL PROCESS CALCULA","NANDINI BHANDARU",0
1072,"CHE F212","FLUID MECHANICS","I SREEDHAR",0
1071,"CHE F213","CHEM ENGG THERMODYNAMICS","SATYAPAUL SINGH AMARTHALURI",0
1070,"CHE F214","ENGINEERING CHEMISTRY","KARTHIK CHETAN",0
1653,"CHE F266","STUDY PROJECT","ARNAB DUTTA",0
1184,"CHE F311","KINETICS & REACTOR DESIGN","IYMAN ABRAR",0
1185,"CHE F312","CHEMICAL ENGG LAB I","BALAJI KRISHNAMURTHY, Vuchuru Kalyan, I Sreedhar, Aniruddha Ramadurgam, Karthik Chetan, Sadamanti Sireesha",0
1186,"CHE F313","SEPARATION PROCESSES II","JAIDEEP CHATTERJEE",0
1187,"CHE F314","PROCESS DES PRINCIPLES I","VIKRANT KUMAR S",0
1668,"CHE F366","LABORATORY PROJECT","DEBIRUPA MITRA",0
1738,"CHE F367","LABORATORY PROJECT","DEBIRUPA MITRA",0
1687,"CHE F376","DESIGN PROJECT","DEBIRUPA MITRA",0
1754,"CHE F377","DESIGN PROJECT","DEBIRUPA MITRA",0
1206,"CHE F411","ENVIR POLLUTION CONTROL","SRIKANTA DINDA",0
1205,"CHE F421","BIOCHEMICAL ENGINEERING","DEBIRUPA MITRA, Madhusmita Sahoo",0
2178,"CHE F422","PETRO. REFI. TECH.","PANKAJ KUMAR",0
2002,"CHE G523","MATHEMATICAL METHODS IN CHEMICAL ENGINEERING","BALAJI KRISHNAMURTHY",0
2150,"CHE G556","ELECTROCHEMICAL ENGINERING","AFKHAM MIR, C Jhansi",0
2152,"CHE G558","CHEMICAL PROCESS OPTIMIZATION","ARNAB DUTTA, Malayanur Srilekha",0
2032,"CHE G622","ADV CHEMICAL ENGG THERMO","D PURNIMA, Yaddanapudi Varun",0
1006,"CHEM F110","CHEMISTRY LABORATORY","TANMAY CHATTERJEE, Nilanjana Mukherjee, Nilanjan Dey, Kaja Sravani, J Subbalakshmi, B Hima Bindu, Manab Chakravarty, Shouvik Bhuin, KVG Chandrasekhar, Khetmalis Yogesh Mahadu, R Krishnan, Saraswati Roy, Durba Roy, Rituparna Hazra, D Ramaiah, Anamika Bandyopadhyay, Himanshu Aggarwal, T Leelasree, N Rajesh, Jayapriya V, Arijit Mukherjee, Reeshma Rameshan",0
1007,"CHEM F111","GENERAL CHEMISTRY","SUBIT KUMAR SAHA, Ramakrishnan G, K Sumithra, Sahithi Reddy Andru, Rishika Aggrawal, Sameer Singh, B Aniket Diliprao, Chanchal Chakravarthy, Sayantan Halder, Sounak Roy, Soumitra Payra, Balaji Gopalan, Dinabandhu Patra, Anupam Bhattacharya, Mariya Midhu Francis, Nilanjan Dey, Adarash Kumar Shukla, Arijit Mukherjee, Aathira B",0
1116,"CHEM F211","PHYSICAL CHEMISTRY I","AMIT NAG, Deepthi Priyanka Damera",0
1117,"CHEM F212","ORGANIC CHEMISTRY I","MANAB CHAKRAVARTY, Banchhanidhi Prusti",0
1118,"CHEM F213","PHYSICAL CHEMISTRY II","K SUMITHRA, Christina Nilavu",0
1119,"CHEM F214","INORGANIC CHEMISTRY I","N RAJESH, Arunraj B",0
1654,"CHEM F266","STUDY PROJECT","R KRISHNAN",0
1559,"CHEM F311","ORGANIC CHEMISTRY III","KVG CHANDRASEKHAR, Tanmay Chatterjee, Nandikolla Adinarayana",0
1560,"CHEM F312","PHYSICAL CHEMISTRY IV","DURBA ROY, Sruthi Peesapati",0
1558,"CHEM F313","INSTRU METHODS OF ANAL","J SUBBALAKSHMI, Anupam Bhattacharya, Sd Anwarhussaini, Amit Nag, Anuradha Sureshrao Mohitkar, Himanshu Aggarwal",0
1572,"CHEM F325","POLYMER CHEMISTRY","CHANCHAL CHAKRAVARTHY, Susmita Roy",0
1575,"CHEM F326","SOLID STATE CHEMISTRY","SOUNAK ROY, Meenu P C",0
1583,"CHEM F333","CHEMISTRY OF MATERIALS","BALAJI GOPALAN, Ankita Singh",0
1587,"CHEM F337","GREEN CHEM & CATALYSIS","R KRISHNAN, Aluri Ravallika",0
1669,"CHEM F366","LABORATORY PROJECT","ANUPAM BHATTACHARYA, Anuradha Sureshrao Mohitkar",0
1739,"CHEM F367","LABORATORY PROJECT","ANUPAM BHATTACHARYA",0
1688,"CHEM F376","DESIGN PROJECT","KVG CHANDRASEKHAR, Shivani Tripathi",0
1755,"CHEM F377","DESIGN PROJECT","KVG CHANDRASEKHAR",0
1008,"CS F111","COMPUTER PROGRAMMING","CHITTARANJAN HOTA, Lov Kumar, Subhrakanta Panda, S Rasagna Vakkalanka, Mrityunjay Singh, Ayan Das, Priyanka Rushikesh Chaudhary, T Sahithi, K Sai Anirudh",0
1094,"CS F211","DATA STRUCTURES & ALGO","CHITTARANJAN HOTA, Apurba Das, Mandan Naresh, Ramaswamy Venkatakrishnan, S Rasagna Vakkalanka",0
1092,"CS F213","OBJECT ORIENTED PROG","D V N SIVA KUMAR, Aruna Malapati, Pattiwar Shravan Kumar, R Gururaj, Chillara Anil Kumar, Deepa Kumari, T Sahithi",0
1090,"CS F214","LOGIC IN COMPUTER SC","RAMASWAMY VENKATAKRISHNAN, Chavali Lalitha, Tathagat Ray",0
1093,"CS F215","DIGITAL DESIGN","ANKUR BHATTACHARJEE, Ponnalagu R N, Amit  Kumar Panda, TO BE ANNOUNCED, Aditya Tiwari, Harish Vijay Dixit, Manish Laxminarayan Bhaiyya, Manish Rishi, Subhradeep Pal, Mrunali Dnyaneshwar Wagh, Jayapiriya U S, Amit Ranjan Azad, Sayan Kanungo, P Joshna, Karumbaiah Chappanda Nanaiah, Saroj Mondal, Ramakant",0
1091,"CS F222","DISCR STRUC FOR COMP SCI","RAGHUNATH REDDY M, Manjanna B, K Simran",0
1655,"CS F266","STUDY PROJECT","JABEZ J CHRISTOPHER",0
1316,"CS F301","PRINCIPLES OF PROGG LANG","R GURURAJ, Asik Ibrahim N, Jabez J Christopher, S Vishwanath Reddy",0
1320,"CS F303","COMPUTER NETWORKS","GOPAL KRISHNA KAMATH M",0
1321,"CS F314","SOFTWARE DEVELOPMENT FOR PORTABLE DEVICES","MANIK GUPTA",0
2437,"CS F315","INFORMATION AND COMMUNICATION TECH. AND DEV.","DIPANJAN CHAKRABORTY",0
2439,"CS F317","REINFORCEMENT LEARNING","PARESH SAXENA",0
2266,"CS F320","FOUNDATIONS OF DATA SCIENCE","NL BHANUMURTHY, Priyanka Rushikesh Chaudhary",0
1317,"CS F342","COMPUTER ARCHITECTURE","SUVADIP BATABYAL, Nikumani Choudhury, Rajib Ranjan Maiti, Chillara Anil Kumar, Anand Agrawal",0
1314,"CS F351","THEORY OF COMPUTATION","MRITYUNJAY SINGH, Raghunath Reddy M, S Vishwanath Reddy, Ramisetty Kavya",0
1318,"CS F363","COMPILER CONSTRUCTION","JABEZ J CHRISTOPHER",0
1670,"CS F366","LABORATORY PROJECT","JABEZ J CHRISTOPHER",0
1740,"CS F367","LABORATORY PROJECT","JABEZ J CHRISTOPHER",0
1315,"CS F372","OPERATING SYSTEMS","BARSHA MITRA, TO BE ANNOUNCED, DipanJan Chakraborty, Mandan Naresh, Manik Gupta, Paresh Saxena, Pattiwar Shravan Kumar",0
1689,"CS F376","DESIGN PROJECT","JABEZ J CHRISTOPHER",0
1756,"CS F377","DESIGN PROJECT","JABEZ J CHRISTOPHER",0
2440,"CS F425","DEEP LEARNING","NL BHANUMURTHY, Chavali Lalitha, Ramisetty Kavya",0
2441,"CS F426","GRAPH MINING","APURBA DAS",0
2444,"CS F429","NATURAL LANGUAGE PROCESSING","ARUNA MALAPATI, K Simran",0
1325,"CS F441","SEL TOPICS FROM COMP SC","MANJANNA B",0
2450,"CS G518","INTERNET OF THINGS: DESIGN AND DEVELOPMENT","RAJIB RANJAN MAITI",0
2004,"CS G525","ADV COMPUTER NETWORKS","NIKUMANI CHOUDHURY, Asik Ibrahim N",0
2005,"CS G526","ADV ALGORITHMS & COMPLEXITY","TATHAGAT RAY, Anand Agrawal",0
2108,"CS G527","CLOUD COMPUTING","SUBHRAKANTA PANDA",0
918,"CS G553","RECONFIGURABLE COMPUTING","CHETAN KUMAR V, Syed Ershad Ahmed, Vikash Singh, Sharvani Gadgil",0
782,"CS G623","ADVANCED OPERAT SYSTEMS","G GEETHAKUMARI, K Sai Anirudh",0
362,"DE G531","PRODUCT DESIGN","NITIN RAMESH K, Aarjoo Jaimin",0
678,"DE G611","DYNAMICS & VIBRATION","G R SABAREESH, Hemanth Mithun Praveen",0
625,"DE G631","MATERIALS TECH AND TESTING","PIYUSH CHANDRA VERMA",0
1380,"ECE F211","ELECTRICAL MACHINES","STP SRINIVAS, Alivelu Manga Parimi, Rabindra Mohanty, P Shambhu Prasad, Sarda Sharma, Nawin Ra, Renuka Loka, Santhi Durganjali Challa, Mithun Mondal, E Prasanth Kumar, Manoj Samal, Shrimathi H P, Sudha Radhika",0
1381,"ECE F212","ELECTROMAGNETIC THEO I","Rahul Nigam, SARMISTHA BANIK, Subrahmanya Bhima Sankar D, Subash N. Karbelkar, Prasant Samantray",0
1383,"ECE F214","ELECTRONIC DEVICES","SAYAN KANUNGO, BVVSN Prabhakar Rao, Parikshit Parshuram Sahatiya",0
1382,"ECE F215","DIGITAL DESIGN","ANKUR BHATTACHARJEE, Ponnalagu R N, Amit  Kumar Panda, TO BE ANNOUNCED, Aditya Tiwari, Harish Vijay Dixit, Manish Laxminarayan Bhaiyya, Manish Rishi, Subhradeep Pal, Mrunali Dnyaneshwar Wagh, Jayapiriya U S, Amit Ranjan Azad, Sayan Kanungo, P Joshna, Karumbaiah Chappanda Nanaiah, Saroj Mondal, Ramakant",0
1701,"ECE F266","STUDY PROJECT","SUBHRADEEP PAL",0
1389,"ECE F311","COMMUNICATION SYSTEMS","BALASUBRAMANIAN M, Gopal Krishna Kamath M, G Jayeshkumar Pintubhai, Prashant Wali, T Sachin Ravikant, Runa Kumari, Priyanka B G, Sandeep Kumar",0
1388,"ECE F314","EM FILEDS & MICRO ENGG","AMIT RANJAN AZAD",0
1702,"ECE F366","LABORATORY PROJECT","PARIKSHIT PARSHURAM SAHATIYA",0
1705,"ECE F367","LABORATORY PROJECT","PARIKSHIT PARSHURAM SAHATIYA",0
1703,"ECE F376","DESIGN PROJECT","KARUMBAIAH CHAPPANDA NANAIAH",0
1706,"ECE F377","DESIGN PROJECT","KARUMBAIAH CHAPPANDA NANAIAH",0
1392,"ECE F434","DIGITAL SIGNAL PROCESS","S K SAHOO, Rajesh Kumar Tripathy, Adepu Vivek, Venkateswaran R, BVVSN Prabhakar Rao, Samit Kumar Ghosh",0
1023,"ECON F211","PRINCIPLES OF ECONOMICS","MINI THOMAS, Ummuhabeeba Chaliyan, Bheemeshwar Reddy A, Athary Janiso, Archana Srivastava, Sudatta Banerjee, Rishi Kumar",0
1120,"ECON F212","FUNDA OF FIN AND ACCOUNT","NIRANJAN SWAIN, Aaishwarya Narayanan",0
1121,"ECON F213","MATHEMATIC & STAT METHOD","DUSHYANT KUMAR, Prakash Kumar Shukla",0
1145,"ECON F214","ECONOMIC ENV OF BUSINESS","BHEEMESHWAR REDDY A",0
1442,"ECON F241","ECONOMETRIC METHODS","RISHI KUMAR",0
1656,"ECON F266","STUDY PROJECT","MINI THOMAS",0
1446,"ECON F311","INTERNATIONAL ECONOMICS","ARCHANA SRIVASTAVA, Keerti Mallela",0
1447,"ECON F312","MONEY BANKING & FIN MARKETS","SUNNY KUMAR SINGH, Salva.K",0
1448,"ECON F313","ISSUES IN ECONOMIC DEV","DURGESH C PATHAK, Deepika Santhanakrishnan",0
1923,"ECON F315","FINANCIAL MANAGEMENT","NIVEDITA SINHA, Tanaji Pavani Prabha",0
2184,"ECON F345","BEHAVIORAL ECONOMICS","DUSHYANT KUMAR",0
1565,"ECON F354","DERIVATIVES & RISK MGMT","T NAGARAJU, Shreya Biswas",0
